date,state,district,total_bio_updates
2025-03-31,MIZORAM,CHAMPHAI,7852
2025-03-31,MIZORAM,KOLASIB,4946
2025-03-31,MIZORAM,LAWNGTLAI,3973
2025-03-31,MIZORAM,LUNGLEI,5776
2025-03-31,MIZORAM,MAMIT,4652
2025-03-31,MIZORAM,MAMMIT,1320
2025-03-31,MIZORAM,SAIHA,2617
2025-03-31,MIZORAM,SAITUAL,27
2025-03-31,MIZORAM,SERCHHIP,4123
2025-03-31,NAGALAND,DIMAPUR,3495
2025-03-31,NAGALAND,KIPHIRE,561
2025-03-31,NAGALAND,KOHIMA,2097
2025-03-31,NAGALAND,LONGLENG,496
2025-03-31,NAGALAND,MOKOKCHUNG,694
2025-03-31,NAGALAND,MON,1841
2025-03-31,NAGALAND,NIULAND,60
2025-03-31,NAGALAND,NOKLAK,75
2025-03-31,NAGALAND,PEREN,744
2025-03-31,NAGALAND,PHEK,1634
2025-03-31,NAGALAND,TSEMINYU,59
2025-03-31,NAGALAND,TUENSANG,1078
2025-03-31,NAGALAND,WOKHA,1392
2025-03-31,NAGALAND,ZUNHEBOTO,1667
2025-03-31,ODISHA,ANGUL,7613
2025-03-31,ODISHA,ANUGUL,201
2025-03-31,ODISHA,BALANGIR,12214
2025-03-31,ODISHA,BALESHWAR,2615
2025-03-31,ODISHA,BALESWAR,12616
2025-03-31,ODISHA,BARGARH,11277
2025-03-31,ODISHA,BAUDH,922
2025-03-31,ODISHA,BHADRAK,10761
2025-03-31,ODISHA,BOUDH,3394
2025-03-31,ODISHA,CUTTACK,16512
2025-03-31,ODISHA,DEBAGARH,1995
2025-03-31,ODISHA,DHENKANAL,11583
2025-03-31,ODISHA,GAJAPATI,9639
2025-03-31,ODISHA,GANJAM,23350
2025-03-31,ODISHA,JAGATSINGHAPUR,5838
2025-03-31,ODISHA,JAGATSINGHPUR,1108
2025-03-31,ODISHA,JAJAPUR,8072
2025-03-31,ODISHA,JAJPUR,4706
2025-03-31,ODISHA,JHARSUGUDA,3273
2025-03-31,ODISHA,KALAHANDI,16781
2025-03-31,ODISHA,KANDHAMAL,10483
2025-03-31,ODISHA,KENDRAPARA,11283
2025-03-31,ODISHA,KENDUJHAR,17735
2025-03-31,ODISHA,KHORDA,12087
2025-03-31,ODISHA,KHORDHA,700
2025-03-31,ODISHA,KORAPUT,20214
2025-03-31,ODISHA,MALKANGIRI,9949
2025-03-31,ODISHA,MAYURBHANJ,22657
2025-03-31,ODISHA,NABARANGAPUR,14593
2025-03-31,ODISHA,NAYAGARH,8123
2025-03-31,ODISHA,NUAPADA,5818
2025-03-31,ODISHA,PURI,9691
2025-03-31,ODISHA,RAYAGADA,8654
2025-03-31,ODISHA,SAMBALPUR,7311
2025-03-31,ODISHA,SONAPUR,3454
2025-03-31,ODISHA,SUBARNAPUR,1147
2025-03-31,ODISHA,SUNDARGARH,2184
2025-03-31,ODISHA,SUNDERGARH,13401
2025-03-31,ORISSA,BALANGIR,2391
2025-03-31,ORISSA,BALESHWAR,350
2025-03-31,ORISSA,BARGARH,134
2025-03-31,ORISSA,BHADRAK,640
2025-03-31,ORISSA,CUTTACK,602
2025-03-31,ORISSA,DHENKANAL,225
2025-03-31,ORISSA,GANJAM,732
2025-03-31,ORISSA,JAJAPUR,71
2025-03-31,ORISSA,KHORDHA,1880
2025-03-31,ORISSA,KORAPUT,173
2025-03-31,ORISSA,PURI,530
2025-03-31,ORISSA,RAYAGADA,294
2025-03-31,ORISSA,SUNDARGARH,61
2025-03-31,PONDICHERRY,PONDICHERRY,2277
2025-03-31,PUDUCHERRY,KARAIKAL,1333
2025-03-31,PUDUCHERRY,PUDUCHERRY,2318
2025-03-31,PUNJAB,AMRITSAR,24073
2025-03-31,PUNJAB,BARNALA,4712
2025-03-31,PUNJAB,BATHINDA,14386
2025-03-31,PUNJAB,FARIDKOT,6355
2025-03-31,PUNJAB,FATEHGARH SAHIB,4767
2025-03-31,PUNJAB,FAZILKA,8781
2025-03-31,PUNJAB,FEROZEPUR,9900
2025-03-31,PUNJAB,FIROZPUR,2106
2025-03-31,PUNJAB,GURDASPUR,17470
2025-03-31,PUNJAB,HOSHIARPUR,13349
2025-03-31,PUNJAB,JALANDHAR,23895
2025-03-31,PUNJAB,KAPURTHALA,8647
2025-03-31,PUNJAB,LUDHIANA,29186
2025-03-31,PUNJAB,MALERKOTLA,1470
2025-03-31,PUNJAB,MANSA,10221
2025-03-31,PUNJAB,MOGA,8759
2025-03-31,PUNJAB,MUKTSAR,1208
2025-03-31,PUNJAB,PATHANKOT,3141
2025-03-31,PUNJAB,PATIALA,16059
2025-03-31,PUNJAB,RUPNAGAR,5747
2025-03-31,PUNJAB,S.A.S NAGAR(MOHALI),217
2025-03-31,PUNJAB,SANGRUR,10874
2025-03-31,PUNJAB,SAS NAGAR (MOHALI),7331
2025-03-31,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,3635
2025-03-31,PUNJAB,SRI MUKTSAR SAHIB,9773
2025-03-31,PUNJAB,TARN TARAN,14508
2025-03-31,RAJASTHAN,AJMER,13570
2025-03-31,RAJASTHAN,ALWAR,23759
2025-03-31,RAJASTHAN,BANSWARA,9309
2025-03-31,RAJASTHAN,BARAN,8352
2025-03-31,RAJASTHAN,BARMER,17720
2025-03-31,RAJASTHAN,BHARATPUR,13587
2025-03-31,RAJASTHAN,BHILWARA,10657
2025-03-31,RAJASTHAN,BIKANER,14410
2025-03-31,RAJASTHAN,BUNDI,5990
2025-03-31,RAJASTHAN,CHITTAURGARH,182
2025-03-31,RAJASTHAN,CHITTORGARH,6620
2025-03-31,RAJASTHAN,CHURU,14178
2025-03-31,RAJASTHAN,DAUSA,11855
2025-03-31,RAJASTHAN,DHOLPUR,8077
2025-03-31,RAJASTHAN,DUNGARPUR,8735
2025-03-31,RAJASTHAN,GANGANAGAR,10930
2025-03-31,RAJASTHAN,HANUMANGARH,11559
2025-03-31,RAJASTHAN,JAIPUR,40807
2025-03-31,RAJASTHAN,JAISALMER,5146
2025-03-31,RAJASTHAN,JALOR,9622
2025-03-31,RAJASTHAN,JHALAWAR,7976
2025-03-31,RAJASTHAN,JHUNJHUNU,98
2025-03-31,RAJASTHAN,JHUNJHUNUN,12836
2025-03-31,RAJASTHAN,JODHPUR,24987
2025-03-31,RAJASTHAN,KARAULI,8324
2025-03-31,RAJASTHAN,KOTA,10722
2025-03-31,RAJASTHAN,NAGAUR,20507
2025-03-31,RAJASTHAN,PALI,15204
2025-03-31,RAJASTHAN,PRATAPGARH,5261
2025-03-31,RAJASTHAN,RAJSAMAND,6467
2025-03-31,RAJASTHAN,SAWAI MADHOPUR,8986
2025-03-31,RAJASTHAN,SIKAR,19971
2025-03-31,RAJASTHAN,SIROHI,6071
2025-03-31,RAJASTHAN,TONK,9177
2025-03-31,RAJASTHAN,UDAIPUR,22554
2025-03-31,SIKKIM,EAST,1002
2025-03-31,SIKKIM,EAST SIKKIM,632
2025-03-31,SIKKIM,NORTH,50
2025-03-31,SIKKIM,NORTH SIKKIM,95
2025-03-31,SIKKIM,SOUTH,635
2025-03-31,SIKKIM,SOUTH SIKKIM,398
2025-03-31,SIKKIM,WEST,879
2025-03-31,SIKKIM,WEST SIKKIM,863
2025-03-31,TAMIL NADU,ARIYALUR,15203
2025-03-31,TAMIL NADU,CHENGALPATTU,513
2025-03-31,TAMIL NADU,CHENNAI,30312
2025-03-31,TAMIL NADU,COIMBATORE,28931
2025-03-31,TAMIL NADU,CUDDALORE,20147
2025-03-31,TAMIL NADU,DHARMAPURI,18432
2025-03-31,TAMIL NADU,DINDIGUL,30544
2025-03-31,TAMIL NADU,ERODE,18796
2025-03-31,TAMIL NADU,KALLAKURICHI,805
2025-03-31,TAMIL NADU,KANCHEEPURAM,28476
2025-03-31,TAMIL NADU,KANNIYAKUMARI,7597
2025-03-31,TAMIL NADU,KANYAKUMARI,2153
2025-03-31,TAMIL NADU,KARUR,8620
2025-03-31,TAMIL NADU,KRISHNAGIRI,17488
2025-03-31,TAMIL NADU,MADURAI,31464
2025-03-31,TAMIL NADU,MAYILADUTHURAI,839
2025-03-31,TAMIL NADU,NAGAPATTINAM,10531
2025-03-31,TAMIL NADU,NAMAKKAL,15354
2025-03-31,TAMIL NADU,PERAMBALUR,7345
2025-03-31,TAMIL NADU,PUDUKKOTTAI,16426
2025-03-31,TAMIL NADU,RAMANATHAPURAM,13504
2025-03-31,TAMIL NADU,RANIPET,28
2025-03-31,TAMIL NADU,SALEM,41042
2025-03-31,TAMIL NADU,SIVAGANGA,13094
2025-03-31,TAMIL NADU,TENKASI,1364
2025-03-31,TAMIL NADU,THANJAVUR,26876
2025-03-31,TAMIL NADU,THE NILGIRIS,6526
2025-03-31,TAMIL NADU,THENI,14150
2025-03-31,TAMIL NADU,THIRUVALLUR,458
2025-03-31,TAMIL NADU,THIRUVARUR,11131
2025-03-31,TAMIL NADU,THOOTHUKKUDI,26156
2025-03-31,TAMIL NADU,TIRUCHIRAPPALLI,27071
2025-03-31,TAMIL NADU,TIRUNELVELI,34191
2025-03-31,TAMIL NADU,TIRUPATTUR,1810
2025-03-31,TAMIL NADU,TIRUPPUR,17601
2025-03-31,TAMIL NADU,TIRUVALLUR,33208
2025-03-31,TAMIL NADU,TIRUVANNAMALAI,26550
2025-03-31,TAMIL NADU,VELLORE,26787
2025-03-31,TAMIL NADU,VILLUPURAM,20462
2025-03-31,TAMIL NADU,VILUPPURAM,13942
2025-03-31,TAMIL NADU,VIRUDHUNAGAR,14748
2025-03-31,TELANGANA,ADILABAD,7609
2025-03-31,TELANGANA,BHADRADRI KOTHAGUDEM,1650
2025-03-31,TELANGANA,HANUMAKONDA,773
2025-03-31,TELANGANA,HYDERABAD,22449
2025-03-31,TELANGANA,JAGITIAL,942
2025-03-31,TELANGANA,JANGOAN,414
2025-03-31,TELANGANA,JAYASHANKAR BHUPALPALLY,363
2025-03-31,TELANGANA,JOGULAMBA GADWAL,1356
2025-03-31,TELANGANA,K.V. RANGAREDDY,26452
2025-03-31,TELANGANA,KAMAREDDY,1206
2025-03-31,TELANGANA,KARIMNAGAR,14539
2025-03-31,TELANGANA,KHAMMAM,4518
2025-03-31,TELANGANA,KOMARAM BHEEM,895
2025-03-31,TELANGANA,MAHABUBABAD,843
2025-03-31,TELANGANA,MAHABUBNAGAR,22216
2025-03-31,TELANGANA,MANCHERIAL,952
2025-03-31,TELANGANA,MEDAK,11024
2025-03-31,TELANGANA,MEDCHAL-MALKAJGIRI,4049
2025-03-31,TELANGANA,MEDCHAL?MALKAJGIRI,849
2025-03-31,TELANGANA,MULUGU,279
2025-03-31,TELANGANA,NAGARKURNOOL,1182
2025-03-31,TELANGANA,NALGONDA,12715
2025-03-31,TELANGANA,NARAYANPET,592
2025-03-31,TELANGANA,NIRMAL,705
2025-03-31,TELANGANA,NIZAMABAD,11609
2025-03-31,TELANGANA,PEDDAPALLI,642
2025-03-31,TELANGANA,RAJANNA SIRCILLA,742
2025-03-31,TELANGANA,RANGAREDDY,353
2025-03-31,TELANGANA,SANGAREDDY,1843
2025-03-31,TELANGANA,SIDDIPET,723
2025-03-31,TELANGANA,SURYAPET,2080
2025-03-31,TELANGANA,VIKARABAD,1094
2025-03-31,TELANGANA,WANAPARTHY,1121
2025-03-31,TELANGANA,WARANGAL,8663
2025-03-31,TELANGANA,WARANGAL RURAL,433
2025-03-31,TELANGANA,WARANGAL URBAN,753
2025-03-31,TELANGANA,YADADRI.,1024
2025-03-31,TRIPURA,DHALAI,7576
2025-03-31,TRIPURA,DHALAI  *,102
2025-03-31,TRIPURA,GOMATI,3176
2025-03-31,TRIPURA,KHOWAI,2068
2025-03-31,TRIPURA,NORTH TRIPURA,9281
2025-03-31,TRIPURA,SEPAHIJALA,3948
2025-03-31,TRIPURA,SOUTH TRIPURA,12149
2025-03-31,TRIPURA,UNAKOTI,3853
2025-03-31,TRIPURA,WEST TRIPURA,19686
2025-03-31,UTTAR PRADESH,AGRA,24525
2025-03-31,UTTAR PRADESH,ALIGARH,22564
2025-03-31,UTTAR PRADESH,ALLAHABAD,24086
2025-03-31,UTTAR PRADESH,AMBEDKAR NAGAR,8825
2025-03-31,UTTAR PRADESH,AMETHI,10628
2025-03-31,UTTAR PRADESH,AMROHA,9198
2025-03-31,UTTAR PRADESH,AURAIYA,7601
2025-03-31,UTTAR PRADESH,AYODHYA,426
2025-03-31,UTTAR PRADESH,AZAMGARH,18226
2025-03-31,UTTAR PRADESH,BAGHPAT,8034
2025-03-31,UTTAR PRADESH,BAHRAICH,27464
2025-03-31,UTTAR PRADESH,BALLIA,13137
2025-03-31,UTTAR PRADESH,BALRAMPUR,13079
2025-03-31,UTTAR PRADESH,BANDA,14844
2025-03-31,UTTAR PRADESH,BARA BANKI,19887
2025-03-31,UTTAR PRADESH,BARABANKI,297
2025-03-31,UTTAR PRADESH,BAREILLY,27472
2025-03-31,UTTAR PRADESH,BASTI,11385
2025-03-31,UTTAR PRADESH,BHADOHI,892
2025-03-31,UTTAR PRADESH,BIJNOR,23053
2025-03-31,UTTAR PRADESH,BUDAUN,12151
2025-03-31,UTTAR PRADESH,BULANDSHAHR,19926
2025-03-31,UTTAR PRADESH,CHANDAULI,12945
2025-03-31,UTTAR PRADESH,CHITRAKOOT,7572
2025-03-31,UTTAR PRADESH,DEORIA,14587
2025-03-31,UTTAR PRADESH,ETAH,9099
2025-03-31,UTTAR PRADESH,ETAWAH,8868
2025-03-31,UTTAR PRADESH,FAIZABAD,9992
2025-03-31,UTTAR PRADESH,FARRUKHABAD,6648
2025-03-31,UTTAR PRADESH,FATEHPUR,14664
2025-03-31,UTTAR PRADESH,FIROZABAD,11438
2025-03-31,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,11526
2025-03-31,UTTAR PRADESH,GHAZIABAD,22453
2025-03-31,UTTAR PRADESH,GHAZIPUR,16705
2025-03-31,UTTAR PRADESH,GONDA,21920
2025-03-31,UTTAR PRADESH,GORAKHPUR,21458
2025-03-31,UTTAR PRADESH,HAMIRPUR,6503
2025-03-31,UTTAR PRADESH,HAPUR,6586
2025-03-31,UTTAR PRADESH,HARDOI,26167
2025-03-31,UTTAR PRADESH,HATHRAS,10278
2025-03-31,UTTAR PRADESH,JALAUN,10469
2025-03-31,UTTAR PRADESH,JAUNPUR,19757
2025-03-31,UTTAR PRADESH,JHANSI,12738
2025-03-31,UTTAR PRADESH,KANNAUJ,7379
2025-03-31,UTTAR PRADESH,KANPUR DEHAT,8739
2025-03-31,UTTAR PRADESH,KANPUR NAGAR,18575
2025-03-31,UTTAR PRADESH,KASGANJ,7296
2025-03-31,UTTAR PRADESH,KAUSHAMBI,10330
2025-03-31,UTTAR PRADESH,KHERI,26870
2025-03-31,UTTAR PRADESH,KUSHINAGAR,15708
2025-03-31,UTTAR PRADESH,LALITPUR,7596
2025-03-31,UTTAR PRADESH,LUCKNOW,23656
2025-03-31,UTTAR PRADESH,MAHARAJGANJ,10976
2025-03-31,UTTAR PRADESH,MAHOBA,5551
2025-03-31,UTTAR PRADESH,MAINPURI,6772
2025-03-31,UTTAR PRADESH,MATHURA,14123
2025-03-31,UTTAR PRADESH,MAU,11185
2025-03-31,UTTAR PRADESH,MEERUT,24782
2025-03-31,UTTAR PRADESH,MIRZAPUR,13442
2025-03-31,UTTAR PRADESH,MORADABAD,19496
2025-03-31,UTTAR PRADESH,MUZAFFARNAGAR,21962
2025-03-31,UTTAR PRADESH,PILIBHIT,17630
2025-03-31,UTTAR PRADESH,PRATAPGARH,16055
2025-03-31,UTTAR PRADESH,PRAYAGRAJ,1919
2025-03-31,UTTAR PRADESH,RAE BARELI,16291
2025-03-31,UTTAR PRADESH,RAMPUR,15955
2025-03-31,UTTAR PRADESH,SAHARANPUR,22815
2025-03-31,UTTAR PRADESH,SAMBHAL,10251
2025-03-31,UTTAR PRADESH,SANT KABIR NAGAR,9650
2025-03-31,UTTAR PRADESH,SANT RAVIDAS NAGAR,7944
2025-03-31,UTTAR PRADESH,SHAHJAHANPUR,22760
2025-03-31,UTTAR PRADESH,SHAMLI,11314
2025-03-31,UTTAR PRADESH,SHRAWASTI,8309
2025-03-31,UTTAR PRADESH,SIDDHARTHNAGAR,12974
2025-03-31,UTTAR PRADESH,SITAPUR,36875
2025-03-31,UTTAR PRADESH,SONBHADRA,19185
2025-03-31,UTTAR PRADESH,SULTANPUR,11709
2025-03-31,UTTAR PRADESH,UNNAO,17809
2025-03-31,UTTAR PRADESH,VARANASI,17548
2025-03-31,UTTARAKHAND,ALMORA,3037
2025-03-31,UTTARAKHAND,BAGESHWAR,2522
2025-03-31,UTTARAKHAND,CHAMOLI,3524
2025-03-31,UTTARAKHAND,CHAMPAWAT,2378
2025-03-31,UTTARAKHAND,DEHRADUN,11554
2025-03-31,UTTARAKHAND,HARIDWAR,8073
2025-03-31,UTTARAKHAND,NAINITAL,5584
2025-03-31,UTTARAKHAND,PAURI GARHWAL,3139
2025-03-31,UTTARAKHAND,PITHORAGARH,3003
2025-03-31,UTTARAKHAND,RUDRAPRAYAG,2254
2025-03-31,UTTARAKHAND,TEHRI GARHWAL,4550
2025-03-31,UTTARAKHAND,UDHAM SINGH NAGAR,9331
2025-03-31,UTTARAKHAND,UTTARKASHI,2345
2025-03-31,WEST BENGAL,ALIPURDUAR,974
2025-03-31,WEST BENGAL,BANKURA,11608
2025-03-31,WEST BENGAL,BARDDHAMAN,19400
2025-03-31,WEST BENGAL,BARDHAMAN,1051
2025-03-31,WEST BENGAL,BIRBHUM,11766
2025-03-31,WEST BENGAL,COOCH BEHAR,5229
2025-03-31,WEST BENGAL,DAKSHIN DINAJPUR,4315
2025-03-31,WEST BENGAL,DARJEELING,5232
2025-03-31,WEST BENGAL,DARJILING,222
2025-03-31,WEST BENGAL,EAST MIDNAPORE,2419
2025-03-31,WEST BENGAL,HAORA,2967
2025-03-31,WEST BENGAL,HOOGHLY,17418
2025-03-31,WEST BENGAL,HOWRAH,11706
2025-03-31,WEST BENGAL,JALPAIGURI,8928
2025-03-31,WEST BENGAL,JHARGRAM,322
2025-03-31,WEST BENGAL,KALIMPONG,41
2025-03-31,WEST BENGAL,KOCH BIHAR,1031
2025-03-31,WEST BENGAL,KOLKATA,10626
2025-03-31,WEST BENGAL,MALDA,10239
2025-03-31,WEST BENGAL,MALDAH,1281
2025-03-31,WEST BENGAL,MURSHIDABAD,22788
2025-03-31,WEST BENGAL,NADIA,15556
2025-03-31,WEST BENGAL,NORTH 24 PARGANAS,25088
2025-03-31,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,1469
2025-03-31,WEST BENGAL,PASCHIM BARDHAMAN,1275
2025-03-31,WEST BENGAL,PASCHIM MEDINIPUR,13655
2025-03-31,WEST BENGAL,PURBA BARDHAMAN,1471
2025-03-31,WEST BENGAL,PURBA MEDINIPUR,13616
2025-03-31,WEST BENGAL,PURULIA,175
2025-03-31,WEST BENGAL,PURULIYA,8407
2025-03-31,WEST BENGAL,SOUTH 24 PARGANAS,24462
2025-03-31,WEST BENGAL,SOUTH DINAJPUR,198
2025-03-31,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,3397
2025-03-31,WEST BENGAL,UTTAR DINAJPUR,8776
2025-03-31,WEST BENGAL,WEST MIDNAPORE,1767
2025-04-30,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,184
2025-04-30,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,268
2025-04-30,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,971
2025-04-30,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,1321
2025-04-30,ANDHRA PRADESH,ADILABAD,3516
2025-04-30,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1969
2025-04-30,ANDHRA PRADESH,ANAKAPALLI,940
2025-04-30,ANDHRA PRADESH,ANANTAPUR,11330
2025-04-30,ANDHRA PRADESH,ANANTHAPUR,17894
2025-04-30,ANDHRA PRADESH,ANANTHAPURAMU,23780
2025-04-30,ANDHRA PRADESH,ANNAMAYYA,1131
2025-04-30,ANDHRA PRADESH,BAPATLA,385
2025-04-30,ANDHRA PRADESH,CHITTOOR,45490
2025-04-30,ANDHRA PRADESH,CUDDAPAH,27922
2025-04-30,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,568
2025-04-30,ANDHRA PRADESH,EAST GODAVARI,51095
2025-04-30,ANDHRA PRADESH,ELURU,864
2025-04-30,ANDHRA PRADESH,GUNTUR,51534
2025-04-30,ANDHRA PRADESH,HYDERABAD,10774
2025-04-30,ANDHRA PRADESH,KAKINADA,1323
2025-04-30,ANDHRA PRADESH,KARIM NAGAR,59
2025-04-30,ANDHRA PRADESH,KARIMNAGAR,627
2025-04-30,ANDHRA PRADESH,KHAMMAM,2941
2025-04-30,ANDHRA PRADESH,KRISHNA,39037
2025-04-30,ANDHRA PRADESH,KURNOOL,67938
2025-04-30,ANDHRA PRADESH,MAHABUB NAGAR,121
2025-04-30,ANDHRA PRADESH,MAHBUBNAGAR,853
2025-04-30,ANDHRA PRADESH,MEDAK,1702
2025-04-30,ANDHRA PRADESH,N. T. R,1937
2025-04-30,ANDHRA PRADESH,NALGONDA,1272
2025-04-30,ANDHRA PRADESH,NANDYAL,1069
2025-04-30,ANDHRA PRADESH,NELLORE,27718
2025-04-30,ANDHRA PRADESH,NIZAMABAD,757
2025-04-30,ANDHRA PRADESH,PALNADU,1004
2025-04-30,ANDHRA PRADESH,PARVATHIPURAM MANYAM,1495
2025-04-30,ANDHRA PRADESH,PRAKASAM,36541
2025-04-30,ANDHRA PRADESH,RANGAREDDI,5150
2025-04-30,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,888
2025-04-30,ANDHRA PRADESH,SRI SATHYA SAI,1085
2025-04-30,ANDHRA PRADESH,SRIKAKULAM,37180
2025-04-30,ANDHRA PRADESH,TIRUPATI,1131
2025-04-30,ANDHRA PRADESH,VISAKHAPATNAM,58493
2025-04-30,ANDHRA PRADESH,VIZIANAGARAM,27931
2025-04-30,ANDHRA PRADESH,WARANGAL,4063
2025-04-30,ANDHRA PRADESH,WEST GODAVARI,36211
2025-04-30,ANDHRA PRADESH,Y. S. R,871
2025-04-30,ARUNACHAL PRADESH,ANJAW,121
2025-04-30,ARUNACHAL PRADESH,CHANGLANG,748
2025-04-30,ARUNACHAL PRADESH,DIBANG VALLEY,22
2025-04-30,ARUNACHAL PRADESH,EAST KAMENG,501
2025-04-30,ARUNACHAL PRADESH,EAST SIANG,303
2025-04-30,ARUNACHAL PRADESH,KRA DAADI,207
2025-04-30,ARUNACHAL PRADESH,KURUNG KUMEY,574
2025-04-30,ARUNACHAL PRADESH,LOHIT,483
2025-04-30,ARUNACHAL PRADESH,LONGDING,403
2025-04-30,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,178
2025-04-30,ARUNACHAL PRADESH,LOWER SUBANSIRI,347
2025-04-30,ARUNACHAL PRADESH,NAMSAI,678
2025-04-30,ARUNACHAL PRADESH,PAPUM PARE,1076
2025-04-30,ARUNACHAL PRADESH,SHI-YOMI,32
2025-04-30,ARUNACHAL PRADESH,SIANG,156
2025-04-30,ARUNACHAL PRADESH,TAWANG,271
2025-04-30,ARUNACHAL PRADESH,TIRAP,156
2025-04-30,ARUNACHAL PRADESH,UPPER SIANG,179
2025-04-30,ARUNACHAL PRADESH,UPPER SUBANSIRI,566
2025-04-30,ARUNACHAL PRADESH,WEST KAMENG,967
2025-04-30,ARUNACHAL PRADESH,WEST SIANG,407
2025-04-30,ASSAM,BAKSA,3072
2025-04-30,ASSAM,BARPETA,11969
2025-04-30,ASSAM,BISWANATH,1786
2025-04-30,ASSAM,BONGAIGAON,5647
2025-04-30,ASSAM,CACHAR,12349
2025-04-30,ASSAM,CHARAIDEO,551
2025-04-30,ASSAM,CHIRANG,3230
2025-04-30,ASSAM,DARRANG,4889
2025-04-30,ASSAM,DHEMAJI,2174
2025-04-30,ASSAM,DHUBRI,11013
2025-04-30,ASSAM,DIBRUGARH,5135
2025-04-30,ASSAM,GOALPARA,3486
2025-04-30,ASSAM,GOLAGHAT,1973
2025-04-30,ASSAM,HAILAKANDI,1647
2025-04-30,ASSAM,HOJAI,4229
2025-04-30,ASSAM,JORHAT,1488
2025-04-30,ASSAM,KAMRUP,9231
2025-04-30,ASSAM,KAMRUP METRO,4373
2025-04-30,ASSAM,KARBI ANGLONG,4055
2025-04-30,ASSAM,KARIMGANJ,3484
2025-04-30,ASSAM,KOKRAJHAR,5818
2025-04-30,ASSAM,LAKHIMPUR,3977
2025-04-30,ASSAM,MAJULI,536
2025-04-30,ASSAM,MARIGAON,6220
2025-04-30,ASSAM,NAGAON,13713
2025-04-30,ASSAM,NALBARI,1753
2025-04-30,ASSAM,NORTH CACHAR HILLS,279
2025-04-30,ASSAM,SIBSAGAR,1005
2025-04-30,ASSAM,SONITPUR,4323
2025-04-30,ASSAM,SOUTH SALMARA MANKACHAR,521
2025-04-30,ASSAM,TINSUKIA,2110
2025-04-30,ASSAM,UDALGURI,3273
2025-04-30,ASSAM,WEST KARBI ANGLONG,350
2025-04-30,BIHAR,ARARIA,30095
2025-04-30,BIHAR,ARWAL,5060
2025-04-30,BIHAR,AURANGABAD,14380
2025-04-30,BIHAR,BANKA,18329
2025-04-30,BIHAR,BEGUSARAI,26659
2025-04-30,BIHAR,BHAGALPUR,24587
2025-04-30,BIHAR,BHOJPUR,14254
2025-04-30,BIHAR,BUXAR,8334
2025-04-30,BIHAR,DARBHANGA,34753
2025-04-30,BIHAR,EAST CHAMPARAN,34487
2025-04-30,BIHAR,GAYA,32264
2025-04-30,BIHAR,GOPALGANJ,15997
2025-04-30,BIHAR,JAMUI,12176
2025-04-30,BIHAR,JEHANABAD,5670
2025-04-30,BIHAR,KAIMUR (BHABUA),10966
2025-04-30,BIHAR,KATIHAR,36270
2025-04-30,BIHAR,KHAGARIA,14079
2025-04-30,BIHAR,KISHANGANJ,18242
2025-04-30,BIHAR,LAKHISARAI,7860
2025-04-30,BIHAR,MADHEPURA,21554
2025-04-30,BIHAR,MADHUBANI,40748
2025-04-30,BIHAR,MUNGER,7553
2025-04-30,BIHAR,MUZAFFARPUR,35032
2025-04-30,BIHAR,NALANDA,18642
2025-04-30,BIHAR,NAWADA,12714
2025-04-30,BIHAR,PASHCHIM CHAMPARAN,41
2025-04-30,BIHAR,PATNA,33080
2025-04-30,BIHAR,PURNEA,658
2025-04-30,BIHAR,PURNIA,37542
2025-04-30,BIHAR,ROHTAS,16013
2025-04-30,BIHAR,SAHARSA,19477
2025-04-30,BIHAR,SAMASTIPUR,37827
2025-04-30,BIHAR,SARAN,19989
2025-04-30,BIHAR,SHEIKHPURA,5676
2025-04-30,BIHAR,SHEOHAR,5321
2025-04-30,BIHAR,SITAMARHI,27227
2025-04-30,BIHAR,SIWAN,16665
2025-04-30,BIHAR,SUPAUL,20600
2025-04-30,BIHAR,VAISHALI,28719
2025-04-30,BIHAR,WEST CHAMPARAN,26179
2025-04-30,CHANDIGARH,CHANDIGARH,7921
2025-04-30,CHHATTISGARH,BALOD,7108
2025-04-30,CHHATTISGARH,BALODA BAZAR,17995
2025-04-30,CHHATTISGARH,BALRAMPUR,5583
2025-04-30,CHHATTISGARH,BASTAR,8846
2025-04-30,CHHATTISGARH,BEMETARA,9301
2025-04-30,CHHATTISGARH,BIJAPUR,3535
2025-04-30,CHHATTISGARH,BILASPUR,23462
2025-04-30,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,1876
2025-04-30,CHHATTISGARH,DANTEWADA,788
2025-04-30,CHHATTISGARH,DHAMTARI,10703
2025-04-30,CHHATTISGARH,DURG,19191
2025-04-30,CHHATTISGARH,GARIYABAND,6722
